CustomerID,Age,Gender,Country,Avgorder_value,Total_orders,Last_purchase,Is_fraudlent,Preferred_category,Email_open_rate,Customer_since,Loyalty_score,churn_risk,Revenue,Loyalty_type,Loyalty_bucket,Loyalty_or_fraud,Is_weekend,Year,Risk_level,Loyalty_level,Country_Loyalty,Customer_tag,Revenue_loyal
CUST_9340,43,Female,Germany,10.66,13,346 days,0,Electronics,97.9,2025-03-23,19,0.14,138.58,Fraud,Low,Low|Loyal,False,2025,Low Risk,Low Rate,Germany_Low Rate,Germany|Electronics| Fraud:0,Low Loyal
CUST_7585,57,Other,UK,33.63,13,59 days,0,Home,6.8,2024-10-27,1,0.55,437.19000000000005,Fraud,Low,Low|Loyal,False,2024,Medium Risk,Low Rate,UK_Low Rate,UK|Home| Fraud:0,Low Loyal
CUST_5749,77,Female,France,33.66,6,64 days,0,Fashion,96.7,2024-10-29,6,0.11,201.95999999999998,Fraud,Low,Low|Loyal,False,2024,Low Risk,Low Rate,France_Low Rate,France|Fashion| Fraud:0,Low Loyal
CUST_6495,38,Other,Japan,33.7,8,233 days,0,Beauty,59.9,2022-12-22,70,0.22,269.6,Moderate Loyal,Medium,Medium|Loyal,False,2022,Low Risk,Moderate,Japan_Moderate,Japan|Beauty| Fraud:0,Low Loyal
CUST_9393,67,Male,France,33.74,8,39 days,0,Beauty,86.2,2020-07-24,86,0.23,269.92,High Loyal,High,High|Loyal,False,2020,Low Risk,High Rate,France_High Rate,France|Beauty| Fraud:0,Low Loyal
CUST_1778,40,Male,China,33.9,7,35 days,0,Home,0.9,2024-09-24,18,0.17,237.29999999999998,Fraud,Low,Low|Loyal,False,2024,Low Risk,Low Rate,China_Low Rate,China|Home| Fraud:0,Low Loyal
CUST_9329,33,Female,Australia,33.96,8,263 days,0,Sports,62.0,2025-01-13,2,0.31,271.68,Fraud,Low,Low|Loyal,False,2025,Medium Risk,Low Rate,Australia_Low Rate,Australia|Sports| Fraud:0,Low Loyal
CUST_1466,27,Female,Canada,34.03,7,212 days,0,Electronics,0.2,2021-12-19,60,0.39,238.21,Moderate Loyal,Medium,Medium|Loyal,False,2021,Medium Risk,Moderate,Canada_Moderate,Canada|Electronics| Fraud:0,Low Loyal
CUST_6726,58,Female,UK,34.27,12,257 days,0,Home,43.4,2020-06-29,93,0.14,411.24,High Loyal,High,High|Loyal,False,2020,Low Risk,High Rate,UK_High Rate,UK|Home| Fraud:0,Low Loyal
CUST_2942,22,Other,UK,34.37,10,113 days,0,Sports,2.7,2022-11-11,56,0.28,343.7,Moderate Loyal,Medium,Medium|Loyal,False,2022,Low Risk,Moderate,UK_Moderate,UK|Sports| Fraud:0,Low Loyal
CUST_8604,26,Female,France,34.41,6,110 days,0,Beauty,99.3,2023-07-28,3,0.16,206.45999999999998,Fraud,Low,Low|Loyal,False,2023,Low Risk,Low Rate,France_Low Rate,France|Beauty| Fraud:0,Low Loyal
CUST_1721,35,Female,Brazil,34.53,9,56 days,0,Sports,59.2,2023-10-27,96,0.54,310.77,High Loyal,High,High|Loyal,False,2023,Medium Risk,High Rate,Brazil_High Rate,Brazil|Sports| Fraud:0,Low Loyal
CUST_7046,70,Male,Canada,34.53,10,304 days,0,Fashion,0.9,2023-09-19,76,0.38,345.3,Moderate Loyal,High,High|Loyal,False,2023,Medium Risk,Moderate,Canada_Moderate,Canada|Fashion| Fraud:0,Low Loyal
CUST_3048,19,Female,Brazil,34.54,17,326 days,0,Home,50.95,2023-02-16,43,0.17,587.18,Low Loyal,Medium,Medium|Loyal,False,2023,Low Risk,Moderate,Brazil_Moderate,Brazil|Home| Fraud:0,Medium Loyal
CUST_3032,36,Male,Germany,34.59,10,4 days,1,Beauty,39.9,2024-11-24,79,0.37,345.90000000000003,Moderate Loyal,High,High|Fraud,False,2024,Medium Risk,Moderate,Germany_Moderate,Germany|Beauty| Fraud:1,Low Loyal
CUST_9497,47,Female,Germany,34.59,6,277 days,0,Beauty,92.3,2023-09-10,78,0.17,207.54000000000002,Moderate Loyal,High,High|Loyal,False,2023,Low Risk,Moderate,Germany_Moderate,Germany|Beauty| Fraud:0,Low Loyal
CUST_9876,41,Female,China,34.62,8,335 days,0,Sports,1.3,2024-05-12,15,0.14,276.96,Fraud,Low,Low|Loyal,False,2024,Low Risk,Low Rate,China_Low Rate,China|Sports| Fraud:0,Low Loyal
CUST_5796,27,Female,USA,34.63,12,132 days,0,Beauty,43.4,2021-11-20,39,0.32,415.56000000000006,Low Loyal,Low,Low|Loyal,False,2021,Medium Risk,Low Rate,USA_Low Rate,USA|Beauty| Fraud:0,Low Loyal
CUST_5214,63,Male,UK,34.66,6,331 days,0,Fashion,50.95,2024-08-24,38,0.19,207.95999999999998,Low Loyal,Low,Low|Loyal,False,2024,Low Risk,Low Rate,UK_Low Rate,UK|Fashion| Fraud:0,Low Loyal
CUST_8658,52,Male,France,34.72,10,169 days,0,Fashion,21.9,2021-11-02,57,0.25,347.2,Moderate Loyal,Medium,Medium|Loyal,False,2021,Low Risk,Moderate,France_Moderate,France|Fashion| Fraud:0,Low Loyal
CUST_6428,66,Male,Japan,34.73,9,1 days,0,Fashion,63.7,2020-12-03,96,0.24,312.57,High Loyal,High,High|Loyal,False,2020,Low Risk,High Rate,Japan_High Rate,Japan|Fashion| Fraud:0,Low Loyal
CUST_2449,52,Male,Japan,34.76,6,146 days,0,Sports,9.7,2024-12-22,66,0.44,208.56,Moderate Loyal,Medium,Medium|Loyal,False,2024,Medium Risk,Moderate,Japan_Moderate,Japan|Sports| Fraud:0,Low Loyal
CUST_3339,33,Female,Australia,34.86,9,363 days,0,Beauty,93.8,2025-01-15,78,0.54,313.74,Moderate Loyal,High,High|Loyal,False,2025,Medium Risk,Moderate,Australia_Moderate,Australia|Beauty| Fraud:0,Low Loyal
CUST_3255,56,Female,India,34.87,14,269 days,0,Electronics,24.3,2021-02-24,41,0.52,488.17999999999995,Low Loyal,Medium,Medium|Loyal,False,2021,Medium Risk,Moderate,India_Moderate,India|Electronics| Fraud:0,Low Loyal
CUST_3361,72,Female,China,34.89,7,351 days,0,Home,96.7,2022-11-18,96,0.11,244.23000000000002,High Loyal,High,High|Loyal,False,2022,Low Risk,High Rate,China_High Rate,China|Home| Fraud:0,Low Loyal
CUST_5545,72,Female,Japan,35.01,8,345 days,0,Sports,26.8,2021-03-16,45,0.17,280.08,Low Loyal,Medium,Medium|Loyal,False,2021,Low Risk,Moderate,Japan_Moderate,Japan|Sports| Fraud:0,Low Loyal
CUST_1644,32,Female,China,35.05,7,254 days,0,Electronics,55.5,2022-02-11,29,0.06,245.34999999999997,Low Loyal,Low,Low|Loyal,False,2022,Low Risk,Low Rate,China_Low Rate,China|Electronics| Fraud:0,Low Loyal
CUST_1155,22,Female,Japan,35.08,2,269 days,0,Sports,14.0,2024-07-21,15,0.31,70.16,Fraud,Low,Low|Loyal,False,2024,Medium Risk,Low Rate,Japan_Low Rate,Japan|Sports| Fraud:0,Low Loyal
CUST_4672,71,Female,Australia,35.17,6,247 days,0,Home,10.7,2021-08-30,10,0.41,211.02,Fraud,Low,Low|Loyal,False,2021,Medium Risk,Low Rate,Australia_Low Rate,Australia|Home| Fraud:0,Low Loyal
CUST_2585,35,Other,Germany,35.2,10,141 days,0,Home,46.4,2024-04-06,40,0.15,352.0,Low Loyal,Low,Low|Loyal,False,2024,Low Risk,Low Rate,Germany_Low Rate,Germany|Home| Fraud:0,Low Loyal
CUST_4008,47,Female,Japan,35.21,9,334 days,0,Home,83.3,2023-11-08,86,0.08,316.89,High Loyal,High,High|Loyal,False,2023,Low Risk,High Rate,Japan_High Rate,Japan|Home| Fraud:0,Low Loyal
CUST_9984,25,Female,USA,35.24,7,191 days,0,Fashion,57.9,2023-08-17,71,0.56,246.68,Moderate Loyal,High,High|Loyal,False,2023,Medium Risk,Moderate,USA_Moderate,USA|Fashion| Fraud:0,Low Loyal
CUST_6486,60,Female,France,35.3,6,249 days,0,Sports,47.6,2024-05-23,56,0.72,211.79999999999998,Moderate Loyal,Medium,Medium|Loyal,False,2024,High Risk,Moderate,France_Moderate,France|Sports| Fraud:0,Low Loyal
CUST_8954,66,Female,USA,35.35,13,334 days,0,Home,58.2,2023-08-27,73,0.26,459.55,Moderate Loyal,High,High|Loyal,False,2023,Low Risk,Moderate,USA_Moderate,USA|Home| Fraud:0,Low Loyal
CUST_4157,73,Female,Brazil,35.36,13,136 days,0,Electronics,55.4,2023-11-18,87,0.27,459.68,High Loyal,High,High|Loyal,False,2023,Low Risk,High Rate,Brazil_High Rate,Brazil|Electronics| Fraud:0,Low Loyal
CUST_7024,26,Male,Australia,35.37,8,23 days,0,Sports,98.9,2022-08-01,64,0.37,282.96,Moderate Loyal,Medium,Medium|Loyal,False,2022,Medium Risk,Moderate,Australia_Moderate,Australia|Sports| Fraud:0,Low Loyal
CUST_7477,79,Male,Brazil,35.4,9,202 days,0,Beauty,30.0,2022-12-11,36,0.48,318.59999999999997,Low Loyal,Low,Low|Loyal,False,2022,Medium Risk,Low Rate,Brazil_Low Rate,Brazil|Beauty| Fraud:0,Low Loyal
CUST_2678,68,Female,UK,35.44,11,182 days,0,Beauty,13.2,2021-10-27,47,0.09,389.84,Low Loyal,Medium,Medium|Loyal,False,2021,Low Risk,Moderate,UK_Moderate,UK|Beauty| Fraud:0,Low Loyal
CUST_4155,39,Male,Brazil,35.44,9,236 days,0,Electronics,66.4,2023-06-03,22,0.2,318.96,Low Loyal,Low,Low|Loyal,False,2023,Low Risk,Low Rate,Brazil_Low Rate,Brazil|Electronics| Fraud:0,Low Loyal
CUST_7122,58,Male,Canada,35.47,5,59 days,0,Fashion,10.6,2024-04-04,86,0.08,177.35,High Loyal,High,High|Loyal,False,2024,Low Risk,High Rate,Canada_High Rate,Canada|Fashion| Fraud:0,Low Loyal
CUST_9751,63,Male,Japan,35.49,9,64 days,0,Sports,54.5,2021-11-24,34,0.55,319.41,Low Loyal,Low,Low|Loyal,False,2021,Medium Risk,Low Rate,Japan_Low Rate,Japan|Sports| Fraud:0,Low Loyal
CUST_9321,52,Female,Japan,35.51,7,319 days,0,Home,93.4,2022-07-29,37,0.59,248.57,Low Loyal,Low,Low|Loyal,False,2022,Medium Risk,Low Rate,Japan_Low Rate,Japan|Home| Fraud:0,Low Loyal
CUST_3962,66,Female,China,35.56,14,19 days,0,Beauty,53.5,2025-01-17,13,0.28,497.84000000000003,Fraud,Low,Low|Loyal,False,2025,Low Risk,Low Rate,China_Low Rate,China|Beauty| Fraud:0,Low Loyal
CUST_6299,78,Female,UK,35.57,12,207 days,0,Beauty,91.5,2021-07-18,14,0.25,426.84000000000003,Fraud,Low,Low|Loyal,False,2021,Low Risk,Low Rate,UK_Low Rate,UK|Beauty| Fraud:0,Low Loyal
CUST_8470,65,Male,Australia,35.62,9,53 days,0,Fashion,74.2,2025-05-30,10,0.43,320.58,Fraud,Low,Low|Loyal,False,2025,Medium Risk,Low Rate,Australia_Low Rate,Australia|Fashion| Fraud:0,Low Loyal
CUST_7185,32,Female,Germany,35.67,12,210 days,0,Sports,33.6,2020-12-24,8,0.47,428.04,Fraud,Low,Low|Loyal,False,2020,Medium Risk,Low Rate,Germany_Low Rate,Germany|Sports| Fraud:0,Low Loyal
CUST_4809,21,Female,Germany,35.7,5,362 days,0,Fashion,30.9,2020-12-28,64,0.18,178.5,Moderate Loyal,Medium,Medium|Loyal,False,2020,Low Risk,Moderate,Germany_Moderate,Germany|Fashion| Fraud:0,Low Loyal
CUST_3597,52,Female,India,35.73,11,37 days,0,Fashion,42.6,2020-08-05,33,0.09,393.03,Low Loyal,Low,Low|Loyal,False,2020,Low Risk,Low Rate,India_Low Rate,India|Fashion| Fraud:0,Low Loyal
CUST_3665,28,Male,Australia,35.74,8,38 days,0,Sports,17.4,2022-05-13,9,0.69,285.92,Fraud,Low,Low|Loyal,False,2022,Medium Risk,Low Rate,Australia_Low Rate,Australia|Sports| Fraud:0,Low Loyal
CUST_1966,34,Male,Australia,35.75,9,158 days,0,Sports,0.9,2023-05-13,56,0.49,321.75,Moderate Loyal,Medium,Medium|Loyal,False,2023,Medium Risk,Moderate,Australia_Moderate,Australia|Sports| Fraud:0,Low Loyal
CUST_4067,30,Male,Brazil,35.76,15,306 days,0,Fashion,60.5,2021-08-09,65,0.17,536.4,Moderate Loyal,Medium,Medium|Loyal,False,2021,Low Risk,Moderate,Brazil_Moderate,Brazil|Fashion| Fraud:0,Medium Loyal
CUST_8999,18,Male,Canada,35.81,8,302 days,0,Sports,50.95,2024-05-04,20,0.43,286.48,Low Loyal,Low,Low|Loyal,False,2024,Medium Risk,Low Rate,Canada_Low Rate,Canada|Sports| Fraud:0,Low Loyal
CUST_3557,32,Other,Brazil,35.83,11,26 days,0,Beauty,19.1,2022-08-25,32,0.42,394.13,Low Loyal,Low,Low|Loyal,False,2022,Medium Risk,Low Rate,Brazil_Low Rate,Brazil|Beauty| Fraud:0,Low Loyal
CUST_2810,30,Female,China,35.93,8,133 days,0,Home,30.5,2022-12-02,55,0.03,287.44,Moderate Loyal,Medium,Medium|Loyal,False,2022,Low Risk,Moderate,China_Moderate,China|Home| Fraud:0,Low Loyal
CUST_8817,22,Male,Brazil,35.95,6,228 days,0,Sports,3.1,2024-11-22,50,0.29,215.70000000000002,Moderate Loyal,Medium,Medium|Loyal,False,2024,Low Risk,Moderate,Brazil_Moderate,Brazil|Sports| Fraud:0,Low Loyal
CUST_5646,26,Male,USA,35.97,13,147 days,0,Electronics,20.2,2021-12-07,40,0.05,467.61,Low Loyal,Low,Low|Loyal,False,2021,Low Risk,Low Rate,USA_Low Rate,USA|Electronics| Fraud:0,Low Loyal
CUST_8189,31,Male,France,35.97,10,99 days,0,Electronics,95.4,2023-12-12,77,0.42,359.7,Moderate Loyal,High,High|Loyal,False,2023,Medium Risk,Moderate,France_Moderate,France|Electronics| Fraud:0,Low Loyal
CUST_3978,30,Male,China,35.98,13,249 days,0,Electronics,80.7,2023-03-10,80,0.51,467.73999999999995,High Loyal,High,High|Loyal,False,2023,Medium Risk,Moderate,China_Moderate,China|Electronics| Fraud:0,Low Loyal
CUST_6109,19,Male,UK,35.98,10,190 days,0,Fashion,50.95,2020-08-15,36,0.26,359.79999999999995,Low Loyal,Low,Low|Loyal,False,2020,Low Risk,Low Rate,UK_Low Rate,UK|Fashion| Fraud:0,Low Loyal
CUST_2956,58,Male,Canada,35.99,10,77 days,0,Sports,30.9,2024-04-12,79,0.23,359.90000000000003,Moderate Loyal,High,High|Loyal,False,2024,Low Risk,Moderate,Canada_Moderate,Canada|Sports| Fraud:0,Low Loyal
CUST_4674,40,Male,Canada,36.0,11,216 days,0,Fashion,11.6,2022-01-27,5,0.03,396.0,Fraud,Low,Low|Loyal,False,2022,Low Risk,Low Rate,Canada_Low Rate,Canada|Fashion| Fraud:0,Low Loyal
CUST_6675,20,Female,China,36.0,11,98 days,0,Sports,17.3,2023-06-04,65,0.32,396.0,Moderate Loyal,Medium,Medium|Loyal,False,2023,Medium Risk,Moderate,China_Moderate,China|Sports| Fraud:0,Low Loyal
CUST_7238,32,Female,Germany,36.01,12,86 days,0,Home,39.4,2022-01-14,55,0.37,432.12,Moderate Loyal,Medium,Medium|Loyal,False,2022,Medium Risk,Moderate,Germany_Moderate,Germany|Home| Fraud:0,Low Loyal
CUST_2696,67,Male,India,36.02,18,68 days,0,Sports,86.9,2024-07-14,69,0.38,648.36,Moderate Loyal,Medium,Medium|Loyal,False,2024,Medium Risk,Moderate,India_Moderate,India|Sports| Fraud:0,Medium Loyal
CUST_4242,43,Male,France,36.02,10,260 days,0,Sports,0.4,2024-10-07,98,0.09,360.20000000000005,High Loyal,High,High|Loyal,False,2024,Low Risk,High Rate,France_High Rate,France|Sports| Fraud:0,Low Loyal
CUST_6845,74,Male,Brazil,36.12,12,44 days,0,Fashion,50.95,2024-12-30,20,0.26,433.43999999999994,Low Loyal,Low,Low|Loyal,False,2024,Low Risk,Low Rate,Brazil_Low Rate,Brazil|Fashion| Fraud:0,Low Loyal
CUST_9844,70,Male,UK,36.19,8,277 days,0,Electronics,64.9,2023-07-02,17,0.16,289.52,Fraud,Low,Low|Loyal,False,2023,Low Risk,Low Rate,UK_Low Rate,UK|Electronics| Fraud:0,Low Loyal
CUST_8400,71,Male,Brazil,36.35,9,310 days,0,Electronics,32.6,2024-11-12,33,0.22,327.15000000000003,Low Loyal,Low,Low|Loyal,False,2024,Low Risk,Low Rate,Brazil_Low Rate,Brazil|Electronics| Fraud:0,Low Loyal
CUST_9681,48,Male,France,36.39,10,360 days,0,Electronics,61.0,2021-05-30,93,0.17,363.9,High Loyal,High,High|Loyal,False,2021,Low Risk,High Rate,France_High Rate,France|Electronics| Fraud:0,Low Loyal
CUST_2812,73,Male,Germany,36.41,10,50 days,0,Electronics,97.7,2022-04-27,66,0.5,364.09999999999997,Moderate Loyal,Medium,Medium|Loyal,False,2022,Medium Risk,Moderate,Germany_Moderate,Germany|Electronics| Fraud:0,Low Loyal
CUST_1207,23,Male,USA,36.42,8,151 days,0,Fashion,7.9,2022-03-16,40,0.3,291.36,Low Loyal,Low,Low|Loyal,False,2022,Low Risk,Low Rate,USA_Low Rate,USA|Fashion| Fraud:0,Low Loyal
CUST_6243,39,Male,France,36.52,10,321 days,0,Sports,81.2,2021-10-01,22,0.41,365.20000000000005,Low Loyal,Low,Low|Loyal,False,2021,Medium Risk,Low Rate,France_Low Rate,France|Sports| Fraud:0,Low Loyal
CUST_3878,20,Other,India,36.53,14,48 days,0,Home,88.2,2024-09-25,31,0.44,511.42,Low Loyal,Low,Low|Loyal,False,2024,Medium Risk,Low Rate,India_Low Rate,India|Home| Fraud:0,Medium Loyal
CUST_3936,26,Female,Canada,36.54,10,326 days,0,Electronics,44.7,2021-07-23,33,0.15,365.4,Low Loyal,Low,Low|Loyal,False,2021,Low Risk,Low Rate,Canada_Low Rate,Canada|Electronics| Fraud:0,Low Loyal
CUST_8692,30,Male,Brazil,36.57,6,259 days,0,Beauty,4.5,2022-10-03,29,0.25,219.42000000000002,Low Loyal,Low,Low|Loyal,False,2022,Low Risk,Low Rate,Brazil_Low Rate,Brazil|Beauty| Fraud:0,Low Loyal
CUST_4304,76,Male,China,36.58,8,322 days,0,Home,75.0,2022-04-06,90,0.01,292.64,High Loyal,High,High|Loyal,False,2022,Low Risk,High Rate,China_High Rate,China|Home| Fraud:0,Low Loyal
CUST_4417,38,Female,USA,36.6,13,68 days,0,Fashion,50.95,2020-11-28,86,0.17,475.8,High Loyal,High,High|Loyal,False,2020,Low Risk,High Rate,USA_High Rate,USA|Fashion| Fraud:0,Low Loyal
CUST_9429,76,Male,USA,36.6,16,314 days,0,Sports,60.4,2023-02-11,75,0.55,585.6,Moderate Loyal,High,High|Loyal,False,2023,Medium Risk,Moderate,USA_Moderate,USA|Sports| Fraud:0,Medium Loyal
CUST_1352,70,Female,USA,36.64,12,299 days,0,Home,0.1,2024-02-09,94,0.52,439.68,High Loyal,High,High|Loyal,False,2024,Medium Risk,High Rate,USA_High Rate,USA|Home| Fraud:0,Low Loyal
CUST_1726,65,Female,Germany,36.64,9,258 days,0,Home,3.7,2024-11-08,36,0.19,329.76,Low Loyal,Low,Low|Loyal,False,2024,Low Risk,Low Rate,Germany_Low Rate,Germany|Home| Fraud:0,Low Loyal
CUST_2909,63,Female,China,36.64,14,266 days,1,Home,88.7,2023-07-14,2,0.28,512.96,Fraud,Low,Low|Fraud,False,2023,Low Risk,Low Rate,China_Low Rate,China|Home| Fraud:1,Medium Loyal
CUST_8916,42,Female,Australia,36.64,13,229 days,0,Home,1.6,2023-07-05,48,0.35,476.32,Low Loyal,Medium,Medium|Loyal,False,2023,Medium Risk,Moderate,Australia_Moderate,Australia|Home| Fraud:0,Low Loyal
CUST_5427,46,Female,China,36.67,8,235 days,0,Electronics,8.2,2025-06-17,90,0.3,293.36,High Loyal,High,High|Loyal,False,2025,Low Risk,High Rate,China_High Rate,China|Electronics| Fraud:0,Low Loyal
CUST_8825,28,Female,India,36.74,11,177 days,0,Home,96.1,2023-04-09,23,0.38,404.14000000000004,Low Loyal,Low,Low|Loyal,False,2023,Medium Risk,Low Rate,India_Low Rate,India|Home| Fraud:0,Low Loyal
CUST_6102,32,Male,Japan,36.78,11,328 days,0,Beauty,24.5,2021-11-16,94,0.4,404.58000000000004,High Loyal,High,High|Loyal,False,2021,Medium Risk,High Rate,Japan_High Rate,Japan|Beauty| Fraud:0,Low Loyal
CUST_3162,65,Female,Canada,36.81,12,363 days,0,Home,88.6,2024-01-30,64,0.55,441.72,Moderate Loyal,Medium,Medium|Loyal,False,2024,Medium Risk,Moderate,Canada_Moderate,Canada|Home| Fraud:0,Low Loyal
CUST_4496,63,Male,France,36.83,10,361 days,0,Beauty,32.2,2024-08-07,23,0.18,368.29999999999995,Low Loyal,Low,Low|Loyal,False,2024,Low Risk,Low Rate,France_Low Rate,France|Beauty| Fraud:0,Low Loyal
CUST_3426,58,Female,Canada,36.97,10,188 days,0,Home,15.4,2022-05-28,39,0.36,369.7,Low Loyal,Low,Low|Loyal,False,2022,Medium Risk,Low Rate,Canada_Low Rate,Canada|Home| Fraud:0,Low Loyal
CUST_7799,76,Female,France,36.99,7,152 days,0,Electronics,33.4,2021-08-15,84,0.2,258.93,High Loyal,High,High|Loyal,False,2021,Low Risk,High Rate,France_High Rate,France|Electronics| Fraud:0,Low Loyal
CUST_9263,23,Female,India,37.08,2,290 days,0,Beauty,33.5,2022-05-30,74,0.17,74.16,Moderate Loyal,High,High|Loyal,False,2022,Low Risk,Moderate,India_Moderate,India|Beauty| Fraud:0,Low Loyal
CUST_3695,64,Male,UK,37.09,9,220 days,0,Sports,41.6,2021-07-20,29,0.08,333.81000000000006,Low Loyal,Low,Low|Loyal,False,2021,Low Risk,Low Rate,UK_Low Rate,UK|Sports| Fraud:0,Low Loyal
CUST_5875,79,Male,Australia,37.14,14,180 days,0,Sports,76.7,2025-03-29,36,0.14,519.96,Low Loyal,Low,Low|Loyal,False,2025,Low Risk,Low Rate,Australia_Low Rate,Australia|Sports| Fraud:0,Medium Loyal
CUST_9547,44,Female,India,37.15,13,74 days,0,Home,93.9,2020-10-03,90,0.29,482.95,High Loyal,High,High|Loyal,False,2020,Low Risk,High Rate,India_High Rate,India|Home| Fraud:0,Low Loyal
CUST_3430,65,Male,Japan,37.18,16,121 days,0,Beauty,34.4,2024-12-22,57,0.28,594.88,Moderate Loyal,Medium,Medium|Loyal,False,2024,Low Risk,Moderate,Japan_Moderate,Japan|Beauty| Fraud:0,Medium Loyal
CUST_2933,66,Male,China,37.24,11,321 days,0,Sports,96.5,2021-01-26,17,0.2,409.64000000000004,Fraud,Low,Low|Loyal,False,2021,Low Risk,Low Rate,China_Low Rate,China|Sports| Fraud:0,Low Loyal
CUST_2620,45,Male,Japan,37.25,11,57 days,0,Home,82.8,2021-02-20,6,0.48,409.75,Fraud,Low,Low|Loyal,False,2021,Medium Risk,Low Rate,Japan_Low Rate,Japan|Home| Fraud:0,Low Loyal
CUST_6906,28,Female,France,37.26,10,122 days,0,Home,65.1,2020-08-29,28,0.49,372.59999999999997,Low Loyal,Low,Low|Loyal,False,2020,Medium Risk,Low Rate,France_Low Rate,France|Home| Fraud:0,Low Loyal
CUST_1268,41,Male,France,37.27,11,87 days,0,Beauty,66.5,2020-11-18,9,0.19,409.97,Fraud,Low,Low|Loyal,False,2020,Low Risk,Low Rate,France_Low Rate,France|Beauty| Fraud:0,Low Loyal
CUST_1645,43,Female,China,37.31,7,279 days,0,Home,19.6,2022-09-01,31,0.23,261.17,Low Loyal,Low,Low|Loyal,False,2022,Low Risk,Low Rate,China_Low Rate,China|Home| Fraud:0,Low Loyal
CUST_1687,53,Female,China,37.34,6,258 days,0,Beauty,12.4,2023-10-16,90,0.31,224.04000000000002,High Loyal,High,High|Loyal,False,2023,Medium Risk,High Rate,China_High Rate,China|Beauty| Fraud:0,Low Loyal
CUST_8867,78,Male,India,37.39,11,58 days,0,Home,38.9,2025-03-09,69,0.31,411.29,Moderate Loyal,Medium,Medium|Loyal,False,2025,Medium Risk,Moderate,India_Moderate,India|Home| Fraud:0,Low Loyal
CUST_5008,68,Female,UK,37.41,11,212 days,0,Home,46.9,2021-10-19,59,0.32,411.51,Moderate Loyal,Medium,Medium|Loyal,False,2021,Medium Risk,Moderate,UK_Moderate,UK|Home| Fraud:0,Low Loyal
CUST_9605,41,Male,USA,37.41,5,38 days,0,Sports,58.2,2022-06-16,25,0.29,187.04999999999998,Low Loyal,Low,Low|Loyal,False,2022,Low Risk,Low Rate,USA_Low Rate,USA|Sports| Fraud:0,Low Loyal
CUST_3839,27,Female,UK,37.46,12,77 days,0,Electronics,38.0,2024-02-19,68,0.48,449.52,Moderate Loyal,Medium,Medium|Loyal,False,2024,Medium Risk,Moderate,UK_Moderate,UK|Electronics| Fraud:0,Low Loyal
CUST_6136,24,Male,Canada,37.48,10,83 days,0,Electronics,99.7,2021-10-17,85,0.26,374.79999999999995,High Loyal,High,High|Loyal,False,2021,Low Risk,High Rate,Canada_High Rate,Canada|Electronics| Fraud:0,Low Loyal
CUST_5891,47,Male,Australia,37.52,7,253 days,0,Home,39.9,2023-09-30,85,0.34,262.64000000000004,High Loyal,High,High|Loyal,False,2023,Medium Risk,High Rate,Australia_High Rate,Australia|Home| Fraud:0,Low Loyal
CUST_6573,37,Other,France,37.54,15,28 days,0,Electronics,14.0,2020-08-12,95,0.25,563.1,High Loyal,High,High|Loyal,False,2020,Low Risk,High Rate,France_High Rate,France|Electronics| Fraud:0,Medium Loyal
CUST_3844,76,Male,Australia,37.56,11,72 days,0,Electronics,71.3,2023-06-10,83,0.32,413.16,High Loyal,High,High|Loyal,False,2023,Medium Risk,High Rate,Australia_High Rate,Australia|Electronics| Fraud:0,Low Loyal
CUST_8693,35,Male,France,37.6,10,188 days,0,Electronics,30.8,2024-08-23,75,0.19,376.0,Moderate Loyal,High,High|Loyal,False,2024,Low Risk,Moderate,France_Moderate,France|Electronics| Fraud:0,Low Loyal
CUST_7246,70,Female,Australia,37.62,15,271 days,0,Sports,44.6,2022-07-01,91,0.28,564.3,High Loyal,High,High|Loyal,False,2022,Low Risk,High Rate,Australia_High Rate,Australia|Sports| Fraud:0,Medium Loyal
CUST_1517,42,Male,UK,37.67,9,29 days,0,Sports,6.4,2020-09-08,97,0.2,339.03000000000003,High Loyal,High,High|Loyal,False,2020,Low Risk,High Rate,UK_High Rate,UK|Sports| Fraud:0,Low Loyal
CUST_1746,62,Male,Japan,37.67,10,254 days,0,Electronics,50.95,2024-08-24,94,0.39,376.70000000000005,High Loyal,High,High|Loyal,False,2024,Medium Risk,High Rate,Japan_High Rate,Japan|Electronics| Fraud:0,Low Loyal
CUST_3530,65,Female,UK,37.72,12,48 days,0,Electronics,43.1,2022-10-11,39,0.07,452.64,Low Loyal,Low,Low|Loyal,False,2022,Low Risk,Low Rate,UK_Low Rate,UK|Electronics| Fraud:0,Low Loyal
CUST_2016,33,Male,Brazil,37.74,9,355 days,0,Electronics,87.4,2023-06-30,65,0.17,339.66,Moderate Loyal,Medium,Medium|Loyal,False,2023,Low Risk,Moderate,Brazil_Moderate,Brazil|Electronics| Fraud:0,Low Loyal
CUST_2647,58,Female,Germany,37.74,6,199 days,0,Home,82.2,2023-01-31,49,0.28,226.44,Low Loyal,Medium,Medium|Loyal,False,2023,Low Risk,Moderate,Germany_Moderate,Germany|Home| Fraud:0,Low Loyal
CUST_5482,18,Female,China,37.75,12,304 days,0,Home,77.0,2020-06-29,62,0.21,453.0,Moderate Loyal,Medium,Medium|Loyal,False,2020,Low Risk,Moderate,China_Moderate,China|Home| Fraud:0,Low Loyal
